0,0.5000
1,0.7609
2,1.0202
3,1.2777
4,1.5327
5,1.7852
6,2.0348
7,2.2809
8,2.5235
9,2.7625
10,2.9974
11,3.2280
12,3.4545
13,3.6764
14,3.8938
15,4.1066
16,4.3148
17,4.5185
18,4.7177
19,4.9123
20,5.1025
21,5.2884
22,5.4700
23,5.6475
24,5.8210
25,5.9907
26,6.1565
27,6.3187
28,6.4775
29,6.6329
30,6.7849
31,6.9338
32,7.0797
33,7.2228
34,7.3629
35,7.5002
36,7.6350
37,7.7673
38,7.8972
39,8.0246
40,8.1497
41,8.2727
42,8.3936
43,8.5124
44,8.6290
45,8.7437
46,8.8566
47,8.9677
48,9.0770
49,9.1845
50,9.2902
51,9.3943
52,9.4969
53,9.5979
54,9.6973
55,9.7951
56,9.8915
57,9.9863
58,10.0799
59,10.1721
60,10.2630
61,10.3524
62,10.4405
63,10.5273
64,10.6128
65,10.6971
66,10.7803
67,10.8623
68,10.9431
69,11.0227
70,11.1011
71,11.1783
72,11.2544
73,11.3295
74,11.4035
75,11.4765
76,11.5485
77,11.6195
78,11.6893
79,11.7583
80,11.8261
81,11.8929
82,11.9588
83,12.0238
84,12.0879
85,12.1511
86,12.2135
87,12.2749
88,12.3354
89,12.3951
90,12.4538
91,12.5117
92,12.5686
93,12.6247
94,12.6801
95,12.7347
96,12.7886
97,12.8417
98,12.8941
99,12.9457
100,12.9965
101,13.0466
102,13.0959
103,13.1445
104,13.1923
105,13.2393
106,13.2857
107,13.3315
108,13.3766
109,13.4211
110,13.4650
111,13.5082
112,13.5508
113,13.5928
114,13.6341
115,13.6748
116,13.7149
117,13.7544
118,13.7932
119,13.8314
120,13.8691
121,13.9062
122,13.9429
123,13.9790
124,14.0146
125,14.0497
126,14.0843
127,14.1184
128,14.1519
129,14.1849
130,14.2174
131,14.2494
132,14.2808
133,14.3118
134,14.3424
135,14.3725
136,14.4023
137,14.4315
138,14.4604
139,14.4888
140,14.5169
141,14.5444
142,14.5716
143,14.5983
144,14.6247
145,14.6505
146,14.6760
147,14.7011
148,14.7259
149,14.7503
150,14.7663
151,14.8074
152,14.8481
153,14.8885
154,14.9283
155,14.9679
156,15.0069
157,15.0458
158,15.0841
159,15.1220
160,15.1595
161,15.1966
162,15.2333
163,15.2697
164,15.3056
165,15.3412
166,15.3763
167,15.4110
168,15.4454
169,15.4794
170,15.5130
171,15.5462
172,15.5790
173,15.6114
174,15.6435
175,15.6751
176,15.7064
177,15.7373
178,15.7679
179,15.7980
180,15.8278
181,15.8572
182,15.8863
183,15.9149
184,15.9432
185,15.9711
186,15.9986
187,16.0258
188,16.0527
189,16.0792
190,16.1054
191,16.1312
192,16.1567
193,16.1818
194,16.2066
195,16.2310
196,16.2551
197,16.2789
198,16.3023
199,16.3253
200,16.3481
201,16.3705
202,16.3926
203,16.4144
204,16.4359
205,16.4571
206,16.4780
207,16.4986
208,16.5189
209,16.5389
210,16.5586
211,16.5780
212,16.5970
213,16.6158
214,16.6343
215,16.6525
216,16.6704
217,16.6881
218,16.7055
219,16.7226
220,16.7396
221,16.7562
222,16.7726
223,16.7886
224,16.8045
225,16.8201
226,16.8354
227,16.8505
228,16.8653
229,16.8799
230,16.8942
231,16.9084
232,16.9223
233,16.9360
234,16.9495
235,16.9628
236,16.9758
237,16.9886
238,17.0012
239,17.0137
240,17.0258
241,17.0378
242,17.0495
243,17.0611
244,17.0725
245,17.0837
246,17.0947
247,17.1055
248,17.1161
249,17.1199
250,17.1225
251,17.1250
252,17.1275
253,17.1299
254,17.1322
255,17.1346
256,17.1368
257,17.1391
258,17.1413
259,17.1434
260,17.1456
261,17.1476
262,17.1497
263,17.1517
264,17.1537
265,17.1556
266,17.1575
267,17.1593
268,17.1611
269,17.1629
270,17.1647
271,17.1664
272,17.1681
273,17.1698
274,17.1714
275,17.1730
276,17.1746
277,17.1761
278,17.1776
279,17.1791
280,17.1806
281,17.1820
282,17.1834
283,17.1847
284,17.1861
285,17.1874
286,17.1887
287,17.1900
288,17.1913
289,17.1925
290,17.1937
291,17.1949
292,17.1960
293,17.1972
294,17.1983
295,17.1994
296,17.2005
297,17.2015
298,17.2026
299,17.2036
